issue_number,repository,title,description,labels,created_at,comments,reactions,url,
143,microsoft/vscode,Git - VS Code's git commit error pop-up shows wrong hook failure,"
Type: <b>Bug</b>

Description:
It seems when performing a git commit from the VS Code UI and there is a commit failure (e.x., in a git-hook) the error pop-up only shows only the first line of the output which is not necessarily the error.

Steps to Reproduce:
Perform a git commit from the VS Code UI so that you get a warning followed by an error. I'd expect to see the error message in the pop-up but instead the unrelated warning message shows which can be misleading.

Steps to Reproduce (Specific):
1. `lint-stages` issuing a warning ""No staged files match any configured task"" (which passes gracefully)
2. then there is an error from `commitlint` about a bad commit message.

More Details:
![image](https://github.com/user-attachments/assets/ad257a07-9a2a-4892-bdc8-49a5ad074be2)
raw commit output:
```
filepath> git commit -m ""foo: this will fail""
? No staged files match any configured task.
?   input: foo: this will fail
?   type must be one of [build, chore, ci, docs, feat, fix, perf, refactor, revert, style, test] [type-enum]

?   found 1 problems, 0 warnings
?   Get help: https://github.com/conventional-changelog/commitlint/#what-is-commitlint

husky - commit-msg hook exited with code 1 (error)
```
I'd like for the popup to read the actual error: ""input: foo: this will fail, type must be one of [build, chore, ci, docs, feat, fix, perf, refactor, revert, style, test] [type-enum]"".
Instead it shows the first line of output: ""No staged files match any configured task."" which is misleading since that's not the error.

This poster is having the same issue.
[stackoverflow: vs-codes-git-extension-shows-wrong-pre-commit-hook-failure](https://stackoverflow.com/questions/77507886/vs-codes-git-extension-shows-wrong-pre-commit-hook-failure)

VS Code version: Code 1.96.2 (fabdb6a30b49f79a7aba0f2ad9df9b399473380f, 2024-12-19T10:22:47.216Z)
OS version: Windows_NT x64 10.0.22631
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|13th Gen Intel(R) Core(TM) i7-1355U (12 x 2611)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.72GB (1.67GB free)|
|Process Argv|--crash-reporter-id 4ec418d0-d2a2-4af6-a76f-82a40b32c2a6|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (21)</summary>

Extension|Author (truncated)|Version
---|---|---
vscode-sqlite|ale|0.14.1
vscode-github-actions|git|0.27.0
vscode-pull-request-github|Git|0.102.0
rainbow-csv|mec|3.14.0
git-graph|mhu|1.30.0
vscode-docker|ms-|1.29.3
debugpy|ms-|2024.14.0
python|ms-|2024.22.2
vscode-pylance|ms-|2024.12.1
jupyter|ms-|2024.11.0
jupyter-keymap|ms-|1.1.2
jupyter-renderers|ms-|1.0.21
vscode-jupyter-cell-tags|ms-|0.1.9
vscode-jupyter-slideshow|ms-|0.1.6
remote-containers|ms-|0.394.0
remote-wsl|ms-|0.88.5
cpptools|ms-|1.22.11
vsc-octave-debugger|pau|0.5.13
code-spell-checker|str|4.0.34
octave|toa|0.0.3
pdf|tom|1.2.2


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
vsaa593cf:30376535
py29gd2263:31024239
vscaac:30438847
c4g48928:30535728
azure-dev_surveyone:30548225
962ge761:30959799
pythonnoceb:30805159
pythonmypyd1:30879173
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dsvsc020:30976470
pythonait:31006305
dsvsc021:30996838
dvdeprecation:31068756
dwnewjupyter:31046869
nativerepl1:31139838
pythonrstrctxt:31112756
nativeloc2:31192216
cf971741:31144450
iacca1:31171482
notype1cf:31157160
5fd0e150:31155592
dwcopilot:31170013
stablechunks:31184530
6074i472:31201624

```

</details>

<!-- generated by issue reporter -->","['bug', 'git']",2025-01-13T22:41:38Z,0,2,https://github.com/microsoft/vscode/issues/237846,Logical Bug
144,microsoft/vscode,"[Firefox] File tree context menu shows just ""Paste"" and opens unreliably","<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.96.3
- OS Version: Firefox on Mac through https://github.dev

Steps to Reproduce:

1. On Firefox, go to https://github.dev and authenticate
2. In the file tree, **Right Click** to trigger the context menu
3. ISSUE: Sometimes a menu with just ""Paste"" shows up
4. **Right Click** in the file tree again
5. ISSUE: Sometimes 2 menus show up (one with ""Paste"" and one with the actual context menu)

![Image](https://github.com/user-attachments/assets/bd776d43-7ad1-4e98-9f73-6e835fd13b08)","['bug', 'web', 'firefox']",2025-01-13T21:47:16Z,4,0,https://github.com/microsoft/vscode/issues/237840,UI/UX Bug
145,microsoft/vscode,Editor GPU: Ruler shows up in line numbers area,"<img width=""174"" alt=""Image"" src=""https://github.com/user-attachments/assets/7f803ab6-4f24-4055-9494-7b612908b4b5"" />","['bug', 'editor-gpu']",2025-01-10T16:18:08Z,1,0,https://github.com/microsoft/vscode/issues/237667,UI/UX Bug
146,microsoft/vscode,"How to fix Microsoft Visual studio code, language pack issue from English to French at first launch.","<!-- ???? Do Not Delete This! feature_request_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

We are facing issue regarding the Microsoft Visual studio code --language pack, so we need to change the display language of the software to French(FR), so as per information provided on visual studio code page, we downloaded the language pack and also edited the argv.json file but even Tho keeping this files and folders priorly after installation, still at first launch we are getting English language only. Please refer attached image 1

![Image](https://github.com/user-attachments/assets/5f850a4f-9c2e-4081-9ba6-34ff5b6f1a7e)

. As we are getting French language at 2nd launch(Refer image 2),

![Image](https://github.com/user-attachments/assets/29faeab3-4274-44e1-aed8-f04a5905a8f4)
we also tried to add start process of code.exe and killed it so it gets launched at once into the script. but still even after keeping user data files, language package and also start process and kill through script still English language gets displayed.

Summary: On first launch we are getting English language even after keeping all the needed data in user context, but after closing the software and relaunch it manually then only it displays French lang. Not of first launch. Please help us understand if any additional parameters files to be added to make it work on first launch.
","['bug', 'info-needed', 'l10n-platform', 'confirmation-pending']",2025-01-10T15:11:32Z,2,0,https://github.com/microsoft/vscode/issues/237663,Dependency Issue
147,microsoft/vscode,File Comparison Scrollbar Indicators Render in Wrong Relative Position When Spanning 2 Monitors,"
Type: <b>Bug</b>

Select and compare 2 files, as normal, by right-clicking on each, in turn, and selecting those appropriate options.
The new comparison tab opens with the visual diff of the 2 files.  Because my primary monitor (1920x1080) isn't wide/large enough to fully see the contents of both files, even with the Explorer pane dismissed, I take VSCode's application window out of 'maximized'/fullscreen mode and then drag the right edge of the application window across into my secondary monitor's (1920x1080) space, until the application window is wide enough to fully see both files.
The scrollbar has what I'll call an overlay to indicate the diffs as red and green in their relative positions in their respective files.   But, when I arrange the application window this way, the red/green diff overlay appears as a floating column in the middle of the right side of the comparison tab.  It's almost as if it's encountered a max-width contraint preventing it from rendering in the correct horizontal position.

![Image](https://github.com/user-attachments/assets/a448bddf-849c-4aa2-bb14-07784ff137e6)


VS Code version: Code 1.88.1 (e170252f762678dec6ca2cc69aba1570769a5d39, 2024-04-10T17:41:02.734Z)
OS version: Windows_NT x64 10.0.22631   (side note:  My laptop's OS is definitely Windows11, working on a remote server)
Modes:
Remote OS version: Linux x64 5.14.21-150500.55.68-default
Remote OS version: Linux x64 4.12.14-122.234-default

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|13th Gen Intel(R) Core(TM) i7-1355U (12 x 2611)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled|
|Load (avg)|undefined|
|Memory (System)|15.38GB (3.06GB free)|
|Process Argv|--crash-reporter-id adedd1b1-8d28-4667-9f56-e025d082b099|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|SSH: ndteprod|
|OS|Linux x64 5.14.21-150500.55.68-default|
|CPUs|Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz (16 x 2899)|
|Memory (System)|125.79GB (61.79GB free)|
|VM|100%|

|Item|Value|
|---|---|
|Remote|SSH: tedev2|
|OS|Linux x64 4.12.14-122.234-default|
|CPUs|Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz (2 x 2899)|
|Memory (System)|15.63GB (0.50GB free)|
|VM|100%|
</details><details><summary>Extensions (12)</summary>

Extension|Author (truncated)|Version
---|---|---
Bookmarks|ale|13.5.0
remotehub|Git|0.64.0
remote-containers|ms-|0.394.0
remote-ssh|ms-|0.110.1
remote-ssh-edit|ms-|0.87.0
remote-wsl|ms-|0.88.0
vscode-remote-extensionpack|ms-|0.26.0
azure-repos|ms-|0.40.0
remote-explorer|ms-|0.4.3
remote-repositories|ms-|0.42.0
remote-server|ms-|1.5.2
openedge-zext|eze|1.0.3


</details>
<!-- generated by issue reporter -->","['bug', 'diff-editor']",2025-01-09T17:23:52Z,2,0,https://github.com/microsoft/vscode/issues/237594,UI/UX Bug
148,microsoft/vscode,Editor GPU: Double rendering after undo,"Repro:

1. Enable editor gpu rendering, reload window
2. Go to this line in vscode: https://github.com/microsoft/vscode/blob/77027e72e5f497e72edeba40aa9360a0865eec08/extensions/terminal-suggest/src/terminalSuggestMain.ts#L243-L247
3. Delete that function
4. Undo, ?? bad render

![Image](https://github.com/user-attachments/assets/da017ff5-3dd9-42e1-bf9c-969e7d2c10da)
","['bug', 'editor-gpu']",2025-01-09T15:40:32Z,8,0,https://github.com/microsoft/vscode/issues/237583,Logical Bug
149,microsoft/vscode,Sometimes run recent command in terminal will not set the terminal to the very bottom,"Repro:

1. Open a terminal
2. Run `ls` to fill viewport
3. Press ctrl+alt+r to open run recent command (shell integration must be set up and working)
4. Run a command, the terminal scrolls down but sometimes ?? doesn't continue scrolling to the output of the just run command","['bug', 'terminal-shell-integration']",2025-01-09T14:06:19Z,2,0,https://github.com/microsoft/vscode/issues/237572,Logical Bug
150,microsoft/vscode,Error in all extensions (Unable to resolve nonexistent file),"
Type: <b>Bug</b>

1. Updated VS Code
2. I see the ""??"" icon in the extension bar
3. All extensions have the following error:

```
Unable to read file 'c:\Users\yrabo.vscode-insiders\extensions\1natsu.insert-br-tag-1.0.0\package.json' (Error: Unable to resolve nonexistent file 'c:\Users\yrabo.vscode-insiders\extensions\1natsu.insert-br-tag-1.0.0\package.json')
```

I suspect that your engineers forgot to put a backslash before `.vscode-insiders` - `c:\Users\yrabo.vscode-insiders` ...

VS Code version: Code - Insiders 1.97.0-insider (2569d71b0491afddb23e173ee6cc2eb284f1b0b9, 2025-01-08T13:30:54.238Z)
OS version: Windows_NT x64 10.0.26100
Modes:
Remote OS version: Linux x64 5.15.167.4-microsoft-standard-WSL2

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|11th Gen Intel(R) Core(TM) i9-11900H @ 2.50GHz (16 x 2496)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.70GB (5.58GB free)|
|Process Argv|--crash-reporter-id be554c07-aa1b-477b-a3ce-992f4e6ed782|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|WSL: Ubuntu-24.04|
|OS|Linux x64 5.15.167.4-microsoft-standard-WSL2|
|CPUs|11th Gen Intel(R) Core(TM) i9-11900H @ 2.50GHz (16 x 0)|
|Memory (System)|7.61GB (5.79GB free)|
|VM|0%|
</details><details><summary>Extensions (21)</summary>

Extension|Author (truncated)|Version
---|---|---
feather-vscode|mel|1.0.1
remote-containers|ms-|0.394.0
remote-wsl|ms-|0.88.5
material-icon-theme|PKi|5.17.0
biome|bio|2024.12.22126
gitignore|cod|0.9.0
vscode-markdownlint|Dav|0.58.0
EditorConfig|Edi|0.16.4
prettier-vscode|esb|11.0.0
copilot|Git|1.256.1304
copilot-chat|Git|0.24.2025010901
vscode-github-actions|git|0.27.0
todo-tree|Gru|0.0.226
auto-markdown-toc|hun|3.0.13
svg|joc|1.5.4
vscode-publint|kra|0.1.0
vscode-copilot-vision|ms-|0.2.2024111316
bun-vscode|ove|0.0.26
trailing-spaces|sha|0.4.1
even-better-toml|tam|0.21.2
volar|Vue|2.2.0

(1 theme extensions excluded)

</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
vsaa593cf:30376535
py29gd2263:31024238
c4g48928:30535728
a9j8j154:30646983
962ge761:30841072
pythonnoceb:30776497
dsvsc014:30777825
dsvsc015:30821418
pythonmypyd1:30859725
h48ei257:31000450
pythontbext0:30879054
cppperfnew:30980852
pythonait:30973460
dvdeprecation:31040973
dwnewjupyter:31046869
newcmakeconfigv2:31071590
nativerepl1:31134653
pythonrstrctxt:31093868
nativeloc1:31118317
cf971741:31144450
e80f6927:31120813
iacca1:31150324
notype1:31143044
dwcopilot:31158714
h409b430:31177054
2j25a237:31183119
c3hdf307:31184662
6074i472:31201624

```

</details>

<!-- generated by issue reporter -->","['bug', 'debt', 'extensions']",2025-01-09T07:09:57Z,6,0,https://github.com/microsoft/vscode/issues/237547,Dependency Issue
151,microsoft/vscode,Incorrect TerminalShellExecution exit code,"<!-- ???? Do Not Delete This! bug_report_template ???? -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- ?? Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- ?? Search existing issues to avoid creating duplicates. -->
<!-- ?? Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- ?? Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- ?? Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- ?? If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- ?? Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.94.0
- OS Version: macOS Sonoma 14.4

Steps to Reproduce:

1. Listen for `onDidEndTerminalShellExecution` events
2. Run a command that returns some exit code
3. Type the same command and interrupt with ^C (i.e. interrupt without actually running the command)
4. The exit code reported by the `TerminalShellExecution` event for the second execution (expected to be `undefined` since the command didn't actually run) will be the same as the previous command's exit code

For example:
```bash
$ echo test^C
-> exit code undefined
$ echo test
-> exit code 0
$ echo test^C
-> exit code 0
$ echo test^C
-> exit code 0
$ echo not test^C
-> exit code undefined
$ echo test^C
-> exit code undefined
```

From a quick look, this seems like caused by this code (marked as a hack): https://github.com/microsoft/vscode/blob/3b30f94f4f129e67be9b6c677aac582923da1fab/src/vs/platform/terminal/common/capabilities/commandDetectionCapability.ts#L360-L370","['bug', 'help wanted', 'terminal-shell-bash']",2025-01-08T19:11:25Z,1,0,https://github.com/microsoft/vscode/issues/237517,Logical Bug
152,microsoft/vscode,User settings UI does not update when configuration changes,"Does this issue occur when all extensions are disabled?: Yes

Version: 1.96.2 (Universal)
Commit: fabdb6a30b49f79a7aba0f2ad9df9b399473380f
Date: 2024-12-19T10:22:47.216Z
Electron: 32.2.6
ElectronBuildId: 10629634
Chromium: 128.0.6613.186
Node.js: 20.18.1
V8: 12.8.374.38-electron.0
OS: Darwin arm64 24.2.0

Steps to Reproduce:

1. Implement configuration change handler for a configuration value that will update a configuration value dynamically (so that when the user has the user settings window open a configuration value will update)
2. Update a configuration value in the user settings UI that will trigger an update to a setting while the user settings window is opened and focused.

Note that the UI will become stale.  If the UI loses focus it will update but it will not update as long as the UI is focused.
","['bug', 'settings-editor', 'confirmation-pending']",2025-01-08T15:15:13Z,0,0,https://github.com/microsoft/vscode/issues/237496,Dependency Issue
153,microsoft/vscode,"""outline.icons"" stops working for jupyter notebook","
Type: <b>Bug</b>

Setting ""outline.icons=false"" no longer hides icons (e.g. ""M?"" for md cell) in outline of .ipynb files. It still works in json and markdown.
![Image](https://github.com/user-attachments/assets/d56d6bd6-2aab-4533-b20f-f2c5ecbe1d16)


VS Code version: Code 1.96.2 (Universal) (fabdb6a30b49f79a7aba0f2ad9df9b399473380f, 2024-12-19T10:22:47.216Z)
OS version: Darwin arm64 24.2.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M3 Pro (12 x 2400)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|8, 8, 8|
|Memory (System)|36.00GB (4.44GB free)|
|Process Argv|--disable-extensions --crash-reporter-id 74c3d86a-e745-43aa-b70f-ed871a8590b7|
|Screen Reader|no|
|VM|0%|
</details>Extensions disabled<details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805:30301674
binariesv615:30325510
vsaa593cf:30376535
py29gd2263:31024239
14424-chatv3:31212864
c4g48928:30535728
azure-dev_surveyone:30548225
a9j8j154:30646983
962ge761:30959799
pythonnoceb:30805159
pythonmypyd1:30879173
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dsvsc020:30976470
pythonait:31006305
dsvsc021:30996838
dvdeprecation:31068756
dwnewjupytercf:31046870
nativerepl2:31139839
pythonrstrctxt:31112756
nativeloc1:31192215
cf971741:31144450
iacca1:31171482
notype1:31157159
5fd0e150:31155592
dwcopilot:31170013
stablechunks:31184530
6074i472:31201624

```

</details>

<!-- generated by issue reporter -->","['bug', 'notebook-toc-outline']",2025-01-08T14:59:13Z,0,0,https://github.com/microsoft/vscode/issues/237495,UI/UX Bug
154,microsoft/vscode,Accessibility: Screen readers cut off lines in latest insider build,"
Type: <b>Bug</b>

In this latest insiders build, screen readers (tested with both JAWS and NVDA) started cutting off lines of code. the amount read is a bit longer than what is visible on screen, but still it's nearly impossible to work because before the whole line was read no matter what.
Please fix or revert this.

VS Code version: Code - Insiders 1.97.0-insider (9b0b13d9bfe21c3dfd227bfaa8ed5693e309a2e0, 2025-01-08T05:06:32.681Z)
OS version: Windows_NT x64 10.0.26100
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|12th Gen Intel(R) Core(TM) i7-1270P (16 x 2496)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.24GB (6.47GB free)|
|Process Argv|--disable-extensions . --crash-reporter-id 798ba14e-190a-4e22-8cdc-4ff2f816f42d|
|Screen Reader|yes|
|VM|0%|
</details>Extensions disabled<details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805cf:30301675
vsaa593cf:30376535
py29gd2263:31024238
vscaat:30438846
c4g48928:30535728
a9j8j154:30646983
962ge761:30841072
pythonnoceb:30776497
dsvsc014:30777825
dsvsc015:30821418
pythonmypyd1:30859725
2e7ec940:31000449
pythontbext0:30879054
cppperfnew:30980852
pythonait:30973460
dvdeprecation:31040973
dwnewjupyter:31046869
newcmakeconfigv2:31071590
nativerepl1:31134653
pythonrstrctxt:31093868
nativeloc1:31118317
cf971741:31144450
parsetypescript:31116713
e80f6927:31120813
iacca1:31150324
notype1:31143044
dwcopilot:31158714
h409b430:31177054
2j25a237:31183119
c3hdf307:31184662
6074i472:31201624

```

</details>

<!-- generated by issue reporter -->","['bug', 'accessibility']",2025-01-08T14:48:29Z,22,0,https://github.com/microsoft/vscode/issues/237493,UI/UX Bug
155,microsoft/vscode,"Deleting a folder ending in a dot, actually deletes a different folder","
Type: <b>Bug</b>

I accidentally created a folder ending with a dot, say `src/app/folder.`, when the directory `src/app/folder` (without a trailing dot) also existed. The folder ending with a dot was an accident, so I tried to delete it. However, when deleting the folder `src/app/folder.` in the GUI, VSCode actually deletes the different folder `src/app/folder`!

While other software (Including Microsoft Windows Explorer) also have trouble deleting folders ending with dots, I think it is good if VSCode also takes this into account.

Despite a folder ending in a dot being a possible illegal path, the fact that these folders can be created and can exist, I think that VSCode should check for these situations to prevent deleting a different folder from the one selected. For me it caused me to lose some uncommitted progress.

In this case, how the folder was created does not matter for the issue VSCode is having, but you can read more about that on [the Issue I created for Angular-CLI](https://github.com/angular/angular-cli/issues/29275).

I hope this helps!

VS Code version: Code 1.96.2 (fabdb6a30b49f79a7aba0f2ad9df9b399473380f, 2024-12-19T10:22:47.216Z)
OS version: Windows_NT x64 10.0.19045
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz (8 x 2611)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.84GB (1.12GB free)|
|Process Argv|--crash-reporter-id 002b88b2-788f-4c4e-83e7-25653b04045e|
|Screen Reader|no|
|VM|0%|
</details><details><summary>Extensions (35)</summary>

Extension|Author (truncated)|Version
---|---|---
ng-template|Ang|19.0.3
vscode-tailwindcss|bra|0.12.17
EditorConfig|Edi|0.16.4
prettier-vscode|esb|11.0.0
codespaces|Git|1.17.3
copilot|Git|1.255.0
copilot-chat|Git|0.23.2
rainbow-csv|mec|3.13.0
git-graph|mhu|1.30.0
folderformatter|mic|0.0.1
azure-pipelines|ms-|1.249.0
azure-dev|ms-|0.8.4
vscode-azureappservice|ms-|0.25.4
vscode-azurecontainerapps|ms-|0.7.1
vscode-azurefunctions|ms-|1.16.1
vscode-azureresourcegroups|ms-|0.10.1
vscode-azurestaticwebapps|ms-|0.12.2
vscode-azurestorage|ms-|0.16.1
vscode-azurevirtualmachines|ms-|0.6.6
vscode-cosmosdb|ms-|0.24.1
csharp|ms-|2.55.29
vscode-dotnet-runtime|ms-|2.2.3
debugpy|ms-|2024.14.0
python|ms-|2024.22.2
vscode-pylance|ms-|2024.12.1
azure-account|ms-|0.12.0
powershell|ms-|2024.4.0
vscode-node-azure-pack|ms-|1.2.0
vscode-serial-monitor|ms-|0.13.1
vscode-speech|ms-|0.12.1
vsliveshare|ms-|1.0.5948
vscode-yaml|red|1.15.0
sonarlint-vscode|Son|4.14.1
gitblame|wad|11.1.1
markdown-all-in-one|yzh|3.6.2


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
vspor879:30202332
vspor708:30202333
vspor363:30204092
vscod805cf:30301675
binariesv615:30325510
vsaa593:30376534
py29gd2263:31024239
vscaac:30438847
c4g48928:30535728
azure-dev_surveyone:30548225
962ge761:30959799
pythonnoceb:30805159
pythonmypyd1:30879173
h48ei257:31000450
pythontbext0:30879054
cppperfnew:31000557
dsvsc020:30976470
pythonait:31006305
dsvsc021:30996838
dvdeprecation:31068756
dwnewjupytercf:31046870
nativerepl2:31139839
pythonrstrctxt:31112756
nativeloc1:31192215
cf971741:31144450
iacca1:31171482
notype1cf:31157160
5fd0e150:31155592
dwcopilot:31170013
stablechunks:31184530
6074i472:31201624

```

</details>

<!-- generated by issue reporter -->","['bug', 'file-explorer', 'windows', 'confirmation-pending']",2025-01-08T10:36:36Z,1,0,https://github.com/microsoft/vscode/issues/237469,Logical Bug
156,microsoft/vscode,View/Editor actions padding inconsistent,"Related to https://github.com/microsoft/vscode/issues/236223

The change in https://github.com/microsoft/vscode/commit/276e24792198ecb7e83533d575568b66da722064 reduced `padding` of actions in toolbars to `2px`. But the change does not seem to impact the editor part, resulting in different paddings for components that originally were designed to be the same:

`2px` padding in views:
![Image](https://github.com/user-attachments/assets/517d35be-4801-476e-98e7-7931d5796ff0)

`3px` padding in editors:
![Image](https://github.com/user-attachments/assets/ae610ec6-01a4-454e-82ef-d760f677947a)

","['bug', 'ux', 'papercut :drop_of_blood:']",2025-01-08T05:34:21Z,0,0,https://github.com/microsoft/vscode/issues/237458,UI/UX Bug
