issue_number,repository,title,description,labels,created_at,comments,reactions,url,
56,facebook/react,[DevTools Bug]: v6.0.0 (9/26/2024) of devtools makes a page extremely slow in dev (even when devtools are closed),"### Website or app

difficult to build a repor for now, since 

### Repro steps

I'm unsure what's the best way to reproduce the issue, but I'm loading a page with React Router v6 with React@19.0.0-rc-6cf85185-20241014 (using the latest version of the compiler), and v6.0.0 of devtools. Chrome version 129.0.6668.101 (Official Build) (arm64) on MacOS.

Even with devtools closed, page loads become very sluggish in development. If I run a Chrome performance profiler, it completely stalls on opening a new page for 5 seconds (albeit we're not running the React profiler):
<img width=""1249"" alt=""Screenshot 2024-10-15 at 15 52 16"" src=""https://github.com/user-attachments/assets/8a61346e-fb56-4611-adab-36b2c0567111"">

When I turn off React Developer tools, page loads become instant when devtools are closed, and Chrome profiler is also 10x faster.

The problem is so bad that we thought we had a memory leak in our app somewhere, but it was all good in the built version of the app. Turns out devtools had updated in the background and everything became sluggish in development as a result. After we disabled the extensions, everything became supper snappy in development again.

Would love to provide a repro, but I'm not exactly sure what conditions trigger the issue, as a barebones react router setup doesn't seem to do the trick.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-10-15T14:24:44Z,4,3,https://github.com/facebook/react/issues/31266,Performance Issue
57,facebook/react,[Compiler Bug]: false positive when accessing `window.location` from the props object,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [X] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/iamakulov/react-compiler-bug-repro

### Repro steps

1. Clone the repo
2. `yarn && yarn eslint --ext .js,.ts,.tsx src/*`
3. Observe ESLint logging the following (false positive) error:

   ![Screenshot 2024-10-15 at 13 56 31](https://github.com/user-attachments/assets/e46a0bb6-03ce-4cb8-b8e9-942ddd1a8eeb)

4. Open `src/Component.jsx` and inline the `miniCarouselProps` object:

    ```diff
    - const miniCarouselProps = {
    -   ...props,
    -   cards: cardListTransformed,
    -   slug: props.locationSlug,
    -   onCardClick: (card) => {
    -     location.pathname = card.slug;
    -   },
    -   forceAnchorTag: false,
    - };
    -
    - return <MiniCarousel {...miniCarouselProps} />;
    + return (
    +   <MiniCarousel
    +     {...props}
    +     cards={cardListTransformed}
    +     slug={props.locationSlug}
    +     onCardClick={(card) => {
    +       location.pathname = card.slug;
    +     }}
    +     forceAnchorTag={false}
    +   />
    );
    ```
   
5. `yarn eslint --ext .js,.ts,.tsx src/*`
6. Observe ESLint not logging the error anymore

### How often does this bug happen?

Every time

### What version of React are you using?

19","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-10-15T13:16:29Z,1,0,https://github.com/facebook/react/issues/31264,Logical Bug
58,facebook/react,[Compiler Bug]: Does not correctly identify components returned from factory,"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [X] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhASwLYAcIwC4AEAVAQIZgEBKCpchAZjBBgQOQw12sDcAOgHYCEADxz4CAEwT1SUADYMo-Omgj8CAWQCeAQSxYAFAEoCwAQQIc8sdQB4JaAG4A+ABII5ciAQDquORK2APQOLnz8AL4CAvRKKmoEAGIQEMam5gRwamCEANr8pBgIADQEYAh4AHKFCAC6BAC8VJx4AHRQ5QDKeKR4CAasrEbhFlY2BLYAFgCMbh5epgVFEcEzzgJRgvyxyniq6nAcvQjJqSZm6pYV4zvx6qdpFxYWWfw5BPk1peVVNfVN1FobQ6CG6xwGQxGzzGMDsa3cnm8wCWCBWQTWGU2mxAESAA

even without state, the output is questionable: https://playground.react.dev/#N4Igzg9grgTgxgUxALhASwLYAcIwC4AEAVAQIZgEBKCpchAZjBBgQOQw12sDcAOgHYCEADxz4CAEwT1SUADYMo-Omgj8CAWQCeAQSxYAFAEoCwAQQIc8sdQB4JaAG4A+ABII5ciAQDquORK2APQOLnz8AL4CAvRKKmoEAGIQEMam5gRwamCEANr8pBgIADQEYAh4AHKFCAC6BAC8VJx4AHRQ5QDKeKR4CAasrEbhFlY2BLYAFgCMbh5epgVFEcEzzgJRgvyxyniq6nAcvQjJqSZm6pYV4zvx6qdpFxYWQUGZ2XlLJWUV1UX1TWotDaHQQ3WOAyGI2eYxgdjW7k8EFKAHd-IEgmsMptNiAIkA

### Repro steps

Simply create a function that returns a React function component. This is completely valid code.

### How often does this bug happen?

Every time

### What version of React are you using?

19","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-10-15T10:36:02Z,0,5,https://github.com/facebook/react/issues/31262,Logical Bug
59,facebook/react,"[DevTools Bug] Cannot remove node ""820"" because no matching node was found in the Store.","### Website or app

fix

### Repro steps

fix

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

6.0.0-d66fa02a30

### Error message (automated)

Cannot remove node ""820"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1173591
    at v.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1141200)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1142807
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1552441)
```


### Error component stack (automated)

```text
fix
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-10-15T09:44:46Z,0,0,https://github.com/facebook/react/issues/31259,Syntax Error
60,facebook/react,[DevTools Bug]: React Devtools do not show source position for host component,"### Website or app

none

### Repro steps

<img width=""1715"" alt=""image"" src=""https://github.com/user-attachments/assets/86400e7a-d653-4ee5-a9c7-f7287931a224"">
As you see, it should show source filed

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-10-14T06:48:03Z,0,2,https://github.com/facebook/react/issues/31236,Syntax Error
61,facebook/react,[Compiler Bug]: TypeError: Cannot read properties of undefined (reading 'length'),"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhHCA7MAXABAYQgFsAHTBDPAXlwApgSYISEZsBPAXwEpcqA+ADoZcuADwATAJYA3XI2asOVYLV4D5TFm3YA6ADYUA5tgAWnAPT8QnIA

### Repro steps

1. render the component

> We do not call the property function named `property`, but the error occurs regardless (when the component is rendered).

other versions:
`babel-plugin-react-compiler`: `experimental`
`react-compiler-runtime-polyfill`: `0.x`

### How often does this bug happen?

Every time

### What version of React are you using?

18.x","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-10-11T21:13:40Z,5,0,https://github.com/facebook/react/issues/31205,Runtime Error
62,facebook/react,[Compiler Bug]: Compiler modified and broke external react component default export,"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [X] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/reinismu/react-native-video-react-compiler-bug

### Repro steps

Hi I already raised the issue with `react-native-video` team and they made a workaround for now to use named export.

https://github.com/TheWidlarzGroup/react-native-video/issues/4222

### How often does this bug happen?

Every time

### What version of React are you using?

18","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-10-10T09:46:18Z,1,0,https://github.com/facebook/react/issues/31172,Logical Bug
63,facebook/react,[DevTools Bug]: Profiler fail at createing profile for large pages,"### Website or app

My Project

### Repro steps

If you have a large enough page the profiler fails to create a profile even for a small time window and the page freezes

I need a way to profile my pages. I think a file output instead of the visualizer can be helpful.

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-10-07T10:55:00Z,0,0,https://github.com/facebook/react/issues/31133,Runtime Error
64,facebook/react,[Compiler Bug]: Performance - `useEffect` without dependencies should be left alone,"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAMygOzgFwJYSYAEUYCAwgBYCGmA5gmAKIBuCMAngCp4C2CACgCURYAB1iROITA4iAbRbUANgBoiZHADUVAXSIBeEmQDKOajkHDDAPiIBZC5QB0MWgBMIvYUIDcEiSJjBCY0NARcAWsDO3FJIM0dZQFHHBc3TE9vIT9AogBfXMw8mAQcWGIlZX9MfIDMDGx8QmCAdTcABySoBABBMAAlBDRrOKDpTFkiKsNgqloGZjZOHn5hGvGZOVK0WdIEIZGqorz90PDI6Ni8oJ3nOFhSzDkjKo2Ck8lS8phiHZq6pgQPkgA

### Repro steps

I was playing around with a small repo I had and noticed something similar to #30782. (Essentially, I was tracking a variable so that the callback identity could be stable to avoid rapid-fire rerenders of the whole page)

Wrapping it in a useEffect works and probably more correct, but it generates redundant memoization:

```js
function useWrapValueAsRef() {
  const $ = _c(2);
  const val = useChangesEveryTime();
  const ref = useRef(val);
  let t0;
  if ($[0] !== val) {
    t0 = () => {
      ref.current = val;
    };
    $[0] = val;
    $[1] = t0;
  } else {
    t0 = $[1];
  }
  useEffect(t0);
  return ref;
}
```

where I would expect it to just leave everything alone.

Ignoring the contrived source of the variable (in the real app I'm testing with, it probably changes a couple times on page load), it does the check every time, which is redundant because the useEffect will always run the latest closure anyways. I'm not sure if this is because of some sort of optimization in useEffect but I don't see why that would be the case.

I don't imagine this to be a huge issue, but it's technically less performant as the code size is bigger and it uses 2 array slots.

### How often does this bug happen?

Every time

### What version of React are you using?

React Playground (19-RC)","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-10-06T20:43:03Z,4,0,https://github.com/facebook/react/issues/31130,Performance Issue
65,facebook/react,[DevTools Bug] Cannot destructure property 'duration' of 'e[g]' as it is undefined.,"### Website or app

App

### Repro steps

Click view other component

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-core

### DevTools version (automated)

6.0.0-d66fa02a30

### Error message (automated)

Cannot destructure property 'duration' of 'e[g]' as it is undefined.

### Error call stack (automated)

```text
at vp (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1444134)
    at vi (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:56396)
    at ts (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:76674)
    at gs (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:87585)
    at nc (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:132774)
    at rc (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:132702)
    at ec (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:132550)
    at Bu (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:129172)
    at Hc (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:142218)
    at Immediate.M [as _onImmediate] (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:193522)
```


### Error component stack (automated)

```text
at vp (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1442947)
    at div (<anonymous>)
    at fa (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1152427)
    at dp (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1442557)
    at div (<anonymous>)
    at mp (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1445963)
    at div (<anonymous>)
    at div (<anonymous>)
    at div (<anonymous>)
    at cu (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1235700)
    at C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1453739
    at rc (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1251400)
    at C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1254056
    at div (<anonymous>)
    at div (<anonymous>)
    at div (<anonymous>)
    at nc (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1253890)
    at sv (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1324943)
    at Xd (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1317466)
    at ja (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1170090)
    at gi (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1184521)
    at Td (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1305602)
    at Zp (C:\Users\vanta\AppData\Local\npm-cache\_npx\8ea6ac5c50576a3b\node_modules\react-devtools-core\dist\standalone.js:2:1460269)
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot destructure property 'duration' of 'e[g]' as it is undefined. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-10-05T08:05:35Z,1,0,https://github.com/facebook/react/issues/31121,Syntax Error
66,facebook/react,"[DevTools Bug] Cannot add node ""20468"" because a node with that id is already in the Store.","### Website or app

https://demo.ragflow.io/

### Repro steps

Login into the site and checkout components at any page. The error will pop up.

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

5.3.1-ccb20cb88b

### Error message (automated)

Cannot add node ""20468"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1172435
    at v.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1141877)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1143565
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1551564)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-09-27T06:57:03Z,5,6,https://github.com/facebook/react/issues/31086,Syntax Error
67,facebook/react,[Compiler Bug]: setState in useEffect / react compiler and eslint hooks plugin,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [X] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAgHgBwjALgAgBMEAzAQygBsCSoA7OXASwjvwFkBPAQU0wApg+TGTBgEhAEql8AXwCU+YAB02+OKzAEA2rjIwA5glwAafONwAVfUdwBdfAF58UcQGU9uBPzpVK81VV8fAB6EPwEMEomOlwAWkImMDIAI0oEOLoMeOis-BgEMkY4jQBbTCZ0mBCCoviyiqqg0PDI3PjE5LSMrPQcmIR8wuKACwgIAGswEIwRii0mADcM4kwwZuk6gDpXBABREhIERn5+RUcAPiVm4KYSfH4RMQlpEi24WALY-ABCR2c9IZjIoVGpgsELNYgbhHqJxFJSO9PghYvIANw3OTNBQYujNDR0LRKcy4TjpMByJwucQABQgfAQMH4gNs6MCagKuFgbAAPIlFiSyZFHMAtEKwLILgAJBCUSgQfAAdRwlEIPJC-IuuNk7Iw2DwRFIFGo+FoDGYrA4PD4ACZBMI4S8ZAprmoCUTdDZjGZIV77FTdh4yF4fH4Ani1GbGCw2FBMIRgwgobYzq7wfg7g8nvDXkiYF8CH8AX6QZiIcZk8ZYc8EW8PvmUbg2WCsWodRHgptGDtxAcjidU5c0+C4wmvJWYc3gjj2cF3QQhGLyZTnLs6QymSzgbjmpzufg+UtBeSRUvIpKZXKFcqYKr1ZrtaoQLIgA

### Repro steps

the eslint plugin react hook complains about calling setState in a useEffect:
more discussion here: https://github.com/facebook/react/issues/15329

I'm happy with the eslint error ;- it is potentially dangerous.

but the eslint-plugin-react-compiler errors if you disable the react hook rule ;- in this particular case this seems over the top.

Will it stop the react compiler compiling this file or its just a eslint extra warning?

In the 2nd example, I've abstracted the setState to another function and I get no errors. This is fine in the context of the eslint plugin but what about react compiler?

I was lead to believe a eslint compiler plugin warning means it will *not* be compiled and bail out, but I guess for warnings because of disabling eslint rules, this is not the case?

In my opinion:
* The react compiler eslint plugin should not error on disabling the react hooks plugin
* if the react compiler thinks something is a problem for the compiler, it should generate its own warning and as in this case it would need to be more thorough than the eslint plugin hooks plugin

### How often does this bug happen?

Every time

### What version of React are you using?

0.0.0-experimental-92aaa43-20240924","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-09-26T09:46:43Z,1,0,https://github.com/facebook/react/issues/31070,Logical Bug
68,facebook/react,[DevTools Bug]: No way to debug suspense events,"### Website or app

n/a

### Repro steps

The react dev-tools have not been updated with support for debugging suspense issues.

For examples:
- In the profiler, you can see that a suspense even happened and caused a re-render, but you cannot see which component actually caused the suspense (ie. called `use` or similar) to trigger.
- There doesn't appear to be any kind of logging that can be turned on of suspense events (which would tell you which component suspended)


### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-09-23T14:21:03Z,0,0,https://github.com/facebook/react/issues/31025,Syntax Error
69,facebook/react,[Compiler Bug]: function parameter inside component override outer parameter incorrectly,"### What kind of issue is this?

- [X] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhHCA7MAXABASwwBMEAPAfQAZcBeXGBARynwYAoAdEAOgHpIAtgl6ESpLgEoA3BwyyAZlAxxs+TLgBiMfAmIAZfDjbACxMrgC+E3MFm5c6LHnnbdRAAoBDDAgA2YWlwXHWIwbgFPAAc2NmC3ABpTMWsaAD4bO3tcXl5cMARHIlxPGABzXAh5XAjIioA3BBhtElxsAAsECqhsRqSyKmL5HpgHCAFI-F8ETPsGbFgMXAAeUX7KbgBlMYQvH19UmayuOOJkLlwAaiDXYku+0hlFrKWRMwp1raFdvwOnq0fZgh5jBFksiPg6r8sjYTh5vH4wBZMi9wZDZLIkRgQBYgA

### Repro steps

Using webpack with typescript.
`import { SomePanel } ""./some/index"";` may compiled into something like `const index_0 = __importDefault(__webpack_require__(""./some/index.js""));`

React compiler don't recongize it, and compile the `index` arg in `array.map((value, index)=>{})` into `index_0`, which falsy override the imported module and become a number.

### How often does this bug happen?

Every time

### What version of React are you using?

19.0.0-rc-4c58fce7-20240904","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-09-21T00:14:44Z,0,0,https://github.com/facebook/react/issues/31014,Logical Bug
70,facebook/react,[React 19] [bug] SVG with dangerouslySetInnerHTML content does not trigger first click,"## Summary

Hi all,

Here is the scenario that we found out while testing with both the latest rc and the beta that works correctly with React 18.
We have an SVG element that does not trigger its first click if it is focusable (or positioned inside a focusable element) that changes some state on focus.

**Steps to reproduce:** 
Open the Stackblitz example and open its console
Click 1 time on the triangle svg element
**Expected**:
'svg click' message is logged
**Current**: 
no message is logged

(On the second and all next clicks the message is shown as expected - only the first click is not triggered)
**Here are the stackblitz examples where the issue can be observed:**
rc: https://stackblitz.com/edit/react-vsxt51-w3ktmp?file=app%2Fapp.tsx - not working
beta: https://stackblitz.com/edit/react-vsxt51-ssqptj?file=app%2Fapp.tsx - not working
**And here is how it is working in React 18:**
React 18: https://stackblitz.com/edit/react-vsxt51-xsg1yu?file=app%2Fapp.tsx - working


**Code**:

```
const App = () => {
  const [focused, setFocused] = React.useState(false);
  const handleFocus = () => {
    setFocused(true);
  };

  return (
    <svg
      onFocus={handleFocus}
      tabIndex={1}
      onClick={() => {
        console.log('svg click');
      }}
      viewBox=""0 0 512 512""
      dangerouslySetInnerHTML={{
        __html: '<path d=""M256 352 128 160h256z"" />',
      }}
    ></svg>
  );
};
```
","['Type: Bug', 'React 19']",2024-09-18T13:52:05Z,12,10,https://github.com/facebook/react/issues/30994,Logical Bug
